date	source_type	path	bytes	notes
	session_reference	/Users/tydroelite/.openclaw/agents/main/sessions/206cdc31-cd7e-4085-b766-a11421f993d3.jsonl	52830	jan-token-in-content-match
	session_reference	/Users/tydroelite/.openclaw/agents/main/sessions/2ba9df4b-53dc-446f-a17a-64bd1d4ee3b3.jsonl	110431	jan-token-in-content-match
	session_reference	/Users/tydroelite/.openclaw/agents/main/sessions/3714f921-15c5-4d38-b9be-9555f3c305e3.jsonl	74264	jan-token-in-content-match
	session_reference	/Users/tydroelite/.openclaw/agents/main/sessions/3d8ba03c-6d52-4e84-b876-a2bf52f66b19.jsonl	1347306	jan-token-in-content-match
	session_reference	/Users/tydroelite/.openclaw/agents/main/sessions/48ee03f5-a920-40cb-a0b6-ef9cfae42cf6.jsonl	275368	jan-token-in-content-match
	session_reference	/Users/tydroelite/.openclaw/agents/main/sessions/4d54e4ad-07c3-4f04-8ce6-2c143ec76a11.jsonl	90390	jan-token-in-content-match
	session_reference	/Users/tydroelite/.openclaw/agents/main/sessions/57832154-b589-4c0c-aa76-a8c42d6de278.jsonl.deleted.2026-03-06T03-05-07.261Z	151949	archived/deleted variant; jan-token-in-content-match
	session_reference	/Users/tydroelite/.openclaw/agents/main/sessions/58b27541-7167-4cef-b618-589ce807f65c.jsonl	139303	jan-token-in-content-match
	session_reference	/Users/tydroelite/.openclaw/agents/main/sessions/7660ffa8-574b-447c-a6a0-ffae13d746a1.jsonl	60718	jan-token-in-content-match
	session_reference	/Users/tydroelite/.openclaw/agents/main/sessions/79fb2ac5-02be-43e9-a140-a9698d1f97a0.jsonl	227374	jan-token-in-content-match
	session_reference	/Users/tydroelite/.openclaw/agents/main/sessions/800c44d5-3a1e-4eb5-9835-b28cddd94641.jsonl	2516854	jan-token-in-content-match
	session_reference	/Users/tydroelite/.openclaw/agents/main/sessions/802f5256-3de2-4d08-8ddc-a8f120264e8b.jsonl.deleted.2026-03-06T02-24-07.188Z	519988	archived/deleted variant; jan-token-in-content-match
	session_reference	/Users/tydroelite/.openclaw/agents/main/sessions/9d81ea3c-bac8-431e-8dde-71b46a9b1041.jsonl.deleted.2026-03-06T02-23-07.176Z	216388	archived/deleted variant; jan-token-in-content-match
	session_reference	/Users/tydroelite/.openclaw/agents/main/sessions/a70a7c8c-30d7-4c31-bc5f-c4763f6b9126.jsonl	188617	jan-token-in-content-match
	session_reference	/Users/tydroelite/.openclaw/agents/main/sessions/a7ba5bba-4adf-4067-871b-28e0a7d5697e.jsonl	112898	jan-token-in-content-match
	session_reference	/Users/tydroelite/.openclaw/agents/main/sessions/a8837f81-dbfa-4684-ade5-9f3a7d2ec970.jsonl.deleted.2026-03-05T20-59-25.013Z	551411	archived/deleted variant; jan-token-in-content-match
	session_reference	/Users/tydroelite/.openclaw/agents/main/sessions/ac1b0f99-83bd-443c-878a-0cd1c3c4ef66.jsonl	303051	jan-token-in-content-match
	session_reference	/Users/tydroelite/.openclaw/agents/main/sessions/ada955d4-ffae-43c3-bcfc-ba5f6e0d8fe4.jsonl	166997	jan-token-in-content-match
	session_reference	/Users/tydroelite/.openclaw/agents/main/sessions/af906609-840b-4c25-8f01-4981091818b5.jsonl	181444	jan-token-in-content-match
	session_reference	/Users/tydroelite/.openclaw/agents/main/sessions/c6c3e06b-a913-4aa4-ad4b-8bf93cd66147.jsonl.deleted.2026-03-06T02-19-07.175Z	311427	archived/deleted variant; jan-token-in-content-match
	session_reference	/Users/tydroelite/.openclaw/agents/main/sessions/cfa7da72-b4db-4d59-8909-4d027f24f9b9.jsonl	95532	jan-token-in-content-match
	session_reference	/Users/tydroelite/.openclaw/agents/main/sessions/d059c0ef-02d5-4d1d-9fa2-0edceb1d5cbe.jsonl	225100	jan-token-in-content-match
	session_reference	/Users/tydroelite/.openclaw/agents/main/sessions/e35b5953-5c0d-4d2c-ab9a-f727b40966be.jsonl	79502	jan-token-in-content-match
	session_reference	/Users/tydroelite/.openclaw/agents/main/sessions/e4fae43e-659c-415d-88b9-50ea2b9596bd.jsonl	93279	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v4/RAW/Users_tydroelite_.openclaw/agents/main/sessions/3714f921-15c5-4d38-b9be-9555f3c305e3.jsonl	74264	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v4/RAW/Users_tydroelite_.openclaw/agents/main/sessions/3d8ba03c-6d52-4e84-b876-a2bf52f66b19.jsonl	1322784	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v4/RAW/Users_tydroelite_.openclaw/agents/main/sessions/48ee03f5-a920-40cb-a0b6-ef9cfae42cf6.jsonl	275368	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v4/RAW/Users_tydroelite_.openclaw/agents/main/sessions/4d54e4ad-07c3-4f04-8ce6-2c143ec76a11.jsonl	90390	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v4/RAW/Users_tydroelite_.openclaw/agents/main/sessions/57832154-b589-4c0c-aa76-a8c42d6de278.jsonl.deleted.2026-03-06T03-05-07.261Z	151949	archived/deleted variant; jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v4/RAW/Users_tydroelite_.openclaw/agents/main/sessions/58b27541-7167-4cef-b618-589ce807f65c.jsonl	139303	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v4/RAW/Users_tydroelite_.openclaw/agents/main/sessions/7660ffa8-574b-447c-a6a0-ffae13d746a1.jsonl	60718	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v4/RAW/Users_tydroelite_.openclaw/agents/main/sessions/800c44d5-3a1e-4eb5-9835-b28cddd94641.jsonl	2369825	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v4/RAW/Users_tydroelite_.openclaw/agents/main/sessions/802f5256-3de2-4d08-8ddc-a8f120264e8b.jsonl.deleted.2026-03-06T02-24-07.188Z	519988	archived/deleted variant; jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v4/RAW/Users_tydroelite_.openclaw/agents/main/sessions/9d81ea3c-bac8-431e-8dde-71b46a9b1041.jsonl.deleted.2026-03-06T02-23-07.176Z	216388	archived/deleted variant; jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v4/RAW/Users_tydroelite_.openclaw/agents/main/sessions/a70a7c8c-30d7-4c31-bc5f-c4763f6b9126.jsonl	188617	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v4/RAW/Users_tydroelite_.openclaw/agents/main/sessions/a8837f81-dbfa-4684-ade5-9f3a7d2ec970.jsonl.deleted.2026-03-05T20-59-25.013Z	551411	archived/deleted variant; jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v4/RAW/Users_tydroelite_.openclaw/agents/main/sessions/c6c3e06b-a913-4aa4-ad4b-8bf93cd66147.jsonl.deleted.2026-03-06T02-19-07.175Z	311427	archived/deleted variant; jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v4/RAW/Users_tydroelite_.openclaw/agents/main/sessions/d059c0ef-02d5-4d1d-9fa2-0edceb1d5cbe.jsonl	225100	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v4/RAW/Users_tydroelite_.openclaw/agents/main/sessions/e35b5953-5c0d-4d2c-ab9a-f727b40966be.jsonl	79502	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v4/RAW/Volumes_Expansion_.openclaw/agents/ga-createshinnsllc/sessions/a8b64078-8f87-4592-96f7-f0a3720331b5.jsonl.deleted.2026-03-04T15-45-34.784Z	67884	archived/deleted variant; jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v4/RAW/Volumes_Expansion_.openclaw/agents/ga-nizamshinn79/sessions/df5957dc-730c-4d9f-ae40-594ae514b226.jsonl.deleted.2026-03-03T12-51-12.318Z	143711	archived/deleted variant; jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v4/RAW/Volumes_Expansion_.openclaw/agents/ga-tydroelite1/sessions/c6979816-bcf7-44be-9e5a-5fd64e17f614.jsonl	519948	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v4/RAW/Volumes_Expansion_.openclaw/agents/main/sessions/66fd7f24-c57b-406d-a1a4-0a82674edcee.jsonl.bak-modelswitch	2225463	archived/deleted variant; jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v4/RAW/Volumes_Expansion_.openclaw/agents/main/sessions/f62caacf-9e2a-4f6a-8302-2b161a53f567.jsonl.deleted.2026-03-03T23-37-18.111Z	247118	archived/deleted variant; jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Users_tydroelite_.openclaw/agents/main/sessions/0cf1867d-a694-4658-b239-6d2334167738.jsonl	63970	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Users_tydroelite_.openclaw/agents/main/sessions/19404a6b-049b-49a4-ac3a-933063ed90bc.jsonl	65380	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Users_tydroelite_.openclaw/agents/main/sessions/206cdc31-cd7e-4085-b766-a11421f993d3.jsonl	52830	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Users_tydroelite_.openclaw/agents/main/sessions/3714f921-15c5-4d38-b9be-9555f3c305e3.jsonl	74264	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Users_tydroelite_.openclaw/agents/main/sessions/3d8ba03c-6d52-4e84-b876-a2bf52f66b19.jsonl	1347306	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Users_tydroelite_.openclaw/agents/main/sessions/48ee03f5-a920-40cb-a0b6-ef9cfae42cf6.jsonl	275368	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Users_tydroelite_.openclaw/agents/main/sessions/4d54e4ad-07c3-4f04-8ce6-2c143ec76a11.jsonl	90390	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Users_tydroelite_.openclaw/agents/main/sessions/57832154-b589-4c0c-aa76-a8c42d6de278.jsonl.deleted.2026-03-06T03-05-07.261Z	151949	archived/deleted variant; jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Users_tydroelite_.openclaw/agents/main/sessions/58b27541-7167-4cef-b618-589ce807f65c.jsonl	139303	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Users_tydroelite_.openclaw/agents/main/sessions/7660ffa8-574b-447c-a6a0-ffae13d746a1.jsonl	60718	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Users_tydroelite_.openclaw/agents/main/sessions/79fb2ac5-02be-43e9-a140-a9698d1f97a0.jsonl	227374	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Users_tydroelite_.openclaw/agents/main/sessions/800c44d5-3a1e-4eb5-9835-b28cddd94641.jsonl	2480104	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Users_tydroelite_.openclaw/agents/main/sessions/802f5256-3de2-4d08-8ddc-a8f120264e8b.jsonl.deleted.2026-03-06T02-24-07.188Z	519988	archived/deleted variant; jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Users_tydroelite_.openclaw/agents/main/sessions/9d81ea3c-bac8-431e-8dde-71b46a9b1041.jsonl.deleted.2026-03-06T02-23-07.176Z	216388	archived/deleted variant; jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Users_tydroelite_.openclaw/agents/main/sessions/a70a7c8c-30d7-4c31-bc5f-c4763f6b9126.jsonl	188617	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Users_tydroelite_.openclaw/agents/main/sessions/a7ba5bba-4adf-4067-871b-28e0a7d5697e.jsonl	112898	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Users_tydroelite_.openclaw/agents/main/sessions/a8837f81-dbfa-4684-ade5-9f3a7d2ec970.jsonl.deleted.2026-03-05T20-59-25.013Z	551411	archived/deleted variant; jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Users_tydroelite_.openclaw/agents/main/sessions/ac1b0f99-83bd-443c-878a-0cd1c3c4ef66.jsonl	303051	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Users_tydroelite_.openclaw/agents/main/sessions/af906609-840b-4c25-8f01-4981091818b5.jsonl	181444	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Users_tydroelite_.openclaw/agents/main/sessions/c6c3e06b-a913-4aa4-ad4b-8bf93cd66147.jsonl.deleted.2026-03-06T02-19-07.175Z	311427	archived/deleted variant; jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Users_tydroelite_.openclaw/agents/main/sessions/cfa7da72-b4db-4d59-8909-4d027f24f9b9.jsonl	95532	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Users_tydroelite_.openclaw/agents/main/sessions/d059c0ef-02d5-4d1d-9fa2-0edceb1d5cbe.jsonl	225100	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Users_tydroelite_.openclaw/agents/main/sessions/e35b5953-5c0d-4d2c-ab9a-f727b40966be.jsonl	79502	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Volumes_Expansion_.openclaw/agents/ga-createshinnsllc/sessions/a8b64078-8f87-4592-96f7-f0a3720331b5.jsonl.deleted.2026-03-04T15-45-34.784Z	67884	archived/deleted variant; jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Volumes_Expansion_.openclaw/agents/ga-nizamshinn79/sessions/df5957dc-730c-4d9f-ae40-594ae514b226.jsonl.deleted.2026-03-03T12-51-12.318Z	143711	archived/deleted variant; jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Volumes_Expansion_.openclaw/agents/ga-tydroelite1/sessions/c6979816-bcf7-44be-9e5a-5fd64e17f614.jsonl	519948	jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Volumes_Expansion_.openclaw/agents/main/sessions/66fd7f24-c57b-406d-a1a4-0a82674edcee.jsonl.bak-modelswitch	2225463	archived/deleted variant; jan-token-in-content-match
	session_reference	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Volumes_Expansion_.openclaw/agents/main/sessions/f62caacf-9e2a-4f6a-8302-2b161a53f567.jsonl.deleted.2026-03-03T23-37-18.111Z	247118	archived/deleted variant; jan-token-in-content-match
2026-01	checkpoint_ledger	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v4/RAW/Users_tydroelite_.openclaw/workspace/memory/checkpoints/2026-01-to-present-ledger.md	3251	jan-marker-in-path
2026-01	checkpoint_ledger	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v4/RAW/Users_tydroelite_.openclaw_workspace/memory/checkpoints/2026-01-to-present-ledger.md	3251	jan-marker-in-path
2026-01	checkpoint_ledger	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v4/RAW/Users_tydroelite_Documents_Obsidian_Vault_Memory/Checkpoints/PERSISTENT_LEDGER_2026-01_to_PRESENT.md	10587	jan-marker-in-path
2026-01	checkpoint_ledger	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Users_tydroelite_.openclaw/workspace/memory/checkpoints/2026-01-to-present-ledger.md	3251	jan-marker-in-path
2026-01	checkpoint_ledger	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Users_tydroelite_.openclaw_workspace/memory/checkpoints/2026-01-to-present-ledger.md	3251	jan-marker-in-path
2026-01	checkpoint_ledger	/Volumes/Expansion/OpenClaw/centralized-checkpoints/EXHAUSTIVE_CONSOLIDATION_2026-03-06_v5/RAW/Users_tydroelite_Documents_Obsidian Vault_Memory/Checkpoints/PERSISTENT_LEDGER_2026-01_to_PRESENT.md	10587	jan-marker-in-path
